,gross,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,title,original_language,popularity,production_companies,release_date,budget,revenue,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
76,34085749.0,In Bruges,"Comedy,Crime,Drama","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington",2008,107,7.9,322536,7.76,67.0,In Bruges,en,16.924,Blueprint Pictures-Film4 Productions-Scion Films-Focus Features-Twins Financing,2008-02-08,15000000.0,34533783.0,Released,Shoot first. Sightsee later.,7.466,4365.0,Colin Farrell-Brendan Gleeson-Ralph Fiennes-Clémence Poésy-Thekla Reuten-Jordan Prentice-Elizabeth Berrington-Jérémie Renier-Mark Donovan-Eric Godon-Anna Madeley-Theo Stevenson-Olivier Bonjour-Zeljko Ivanek-Rudy Blomme-Jamie Edgell-Sachi Kimura-Jean Mark Favorin-Emily Thorling-Ann Elsley-Inez Stinton-Ran Yaniv-Ciarán Hinds-Stephanie Carey-Susan Ateh,drug dealer-hitman-tourist-bruges belgium-church-guilt-death-cult film-town square-vietnamese-canadian stereotype-neo-noir-christmas,/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg,/dtGxDOcFssdUUTYBr6M6INXTI1e.jpg,32119-359240-86838-328480-4944-294086-40950-4638-347763-25062-6977-17431-537919-7345-629-275-9693-107-5236-13809-762,1773433.4837643867,14752955.149123888
77,378410542.0,Slumdog Millionaire,Drama,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",Danny Boyle,"Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor",2008,120,8.0,677044,141.32,86.0,Slumdog Millionaire,en,21.806,Celador Films-Film4 Productions,2008-11-12,15000000.0,37841054.2,Released,What does it take to find a lost love?,7.732,9879.0,Dev Patel-Saurabh Shukla-Anil Kapoor-Raj Zutshi-Jeneva Talwar-Freida Pinto-Irrfan Khan-Azharuddin Mohammed Ismail-Ayush Mahesh Khedekar-Jira Banjara-Sheikh Wali-Mahesh Manjrekar-Sanchita Choudhary-Himanshu Tyagi-Sharib Hashmi-Virendra Chatterjee-Feroze Khan-Sunil Kumar Agrawal-Virender Kumar-Devesh Rawal-Rubina Ali-Ankur Vikal-Tiger-Chirag Parmar-Nazneen Shaikh-Farzana Ansari-Anupam Shyam-Salim Chaus-Harvinder Kaur-Narendra Singh Bhati-Tanay Chheda-Ashutosh Lobo Gajiwala-Satya Mudgal-Janet de Vigne-William Relton-David Gilliam-Mia Drake-Kinder Singh-Christine Matovich Singh-Thomas Lehmkuhl-Siddesh Patil-Najma Shaikh-Saeeda Shaikh-Alka Satpute-Tabassum Khan-Tanvi Ganesh Lonkar-Sitaram Panchal-Nigel Caesar-Ajit Pandey-Kedar Thapar-Amit Leonard-Rajesh Kumar-Sagar Ghopalkar-Pradeep Solanki-Abdul Hamid Shaikh-Dheeraj Waghela-Shruti Seth-Arfi Lamba-Taira Colah-Varun Bagri-Ankur Tewari-Anjum Sharma-Madhur Mittal-Sarfaraz Khan-Syed Fazal Hussain-Umar Khan-Imran Hasnee-Homai Billimoria-Udayan Baijal-Sandeep Kaul-Rufee Ahmed-Rhea Lawyer-Deepali Dalvi-Anisha Nagar-Farrah Shaikh-Mamta Sharma-Neha M. Khatarawalla-Tanya Singh-Anand Tiwari-Faezeh Jalali-Meghana Jhalani-Rupali Mehra-Anju Singh-Saurabh Agarwal-Mark Boucher-Andre Nel-Yuvraj Singh-Sachin Tendulkar-Amitabh Bachchan,slum-based on novel or book-cheating-suspicion-mumbai (bombay) india-game show-quiz-orphan-duringcreditsstinger-taj mahal india,/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,/9IZvClXvhSxlp41eT0CyUEsyjqy.jpg,1006970-45269-37799-70-4922-1402-194-745-8358-640-13223-453-11324-37165-2062-77338-808-773-5915-683841-7326,11039956.12766984,14308645.5497276
78,70439696.0,The House Bunny,"Comedy,Romance","After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",Fred Wolf,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",2008,97,5.5,67033,48.24,55.0,The House Bunny,en,17.641,Alta Loma Entertainment-Columbia Pictures-Relativity Media-Happy Madison Productions,2008-08-22,25000000.0,7044294.0,Released,"For the girls of ZETA house college life was no party, until Shelley showed up.",5.659,1711.0,Anna Faris-Emma Stone-Kat Dennings-Katharine McPhee-Rumer Willis-Hugh Hefner-Christopher McDonald-Beverly D'Angelo-Kiely Williams-Tyson Ritter-Colin Hanks-Sarah Wright-Danni Katz-Dana Goodman-Kimberly Makkouk-Monet Mazur-Jay Hayden-Owen Benjamin-Nick Swardson-Holly Madison-Shaquille O'Neal-Dan Patrick-Sean Salisbury-Charles Robinson-Emily Wilson-Bridget Marquardt-Kendra Wilkinson-Sara Jean Underwood-Lauren Michelle Hill-Hiromi Oshima-Shaquille O'Neal-Allen Covert-Rachel Specter,virgin-college-pregnancy-yoga-bikini-playboy-jail-sorority-model-car wash-fraternity-pledge,/4oGGJ824vqIqDtyMvMuK44pDEmx.jpg,/18vHzORk7OZNUe8WALrUlKPrhF0.jpg,10025-37735-10521-26317-8835-10330-10625-11247-9029-9655-10735-11132-20048-11130-10096-9880-32856-9293-63492-50544-6557,2163625.008406848,2856479.786946903
79,25740863.0,RocknRolla,"Action,Crime,Thriller","In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary »",Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton",2008,114,7.3,203096,5.69,53.0,RocknRolla,en,21.035,StudioCanal-Dark Castle Entertainment-Toff Guy Films-Warner Bros. Pictures,2008-09-04,18000000.0,25740863.0,Released,"A story of sex, thugs and rock 'n roll.",6.952,2572.0,Gerard Butler-Tom Wilkinson-Thandiwe Newton-Mark Strong-Idris Elba-Tom Hardy-Karel Roden-Toby Kebbell-Jeremy Piven-Ludacris-Jimi Mistry-Matt King-Geoff Bell-Dragan Mićanović-Michael Ryan-Nonso Anozie-Gemma Arterton-David Bark-Jones-David Leon-Bronson Webb-Kelly George-Roland Manookian-Jamie Campbell Bower-Alex Kovas-Mario Woszcycki-Mickey De Hara-Scott McNess-Tim Wallers-James Greene-Jasper Jacob-Joanna Bacon-Johnny Harris-Tiffany Mulheron-Ben Caplan-Ben Homewood-David Sterne-Oliver Dimsdale-Blake Ritson-Robert Stone-Andy Linden-Jason Courtis-Charlotte Armer-Rory Sadler-Oliver Dean-Anton Saunders-James Puddephatt-Laura McIntosh-Billy Lunn-Charlotte Cooper-Josh Morgan,london england-gang leader-money-gang,/i7eyngqjdvKB7NvrWtCjjTNNq8N.jpg,/oxXAYmbVGGMo7GDUGP87j5bVlfo.jpg,100-10851-107-19259-59-186-7516-8321-187-18501-29514-12163-18533-2034-4982-1948-2118-12113-1830-33909-45317,12123222.383677924,7637558.980616849
80,269958228.0,Gran Torino,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her",2008,116,8.2,595779,148.09,,Gran Torino,en,24.743,Matten Productions-Double Nickel Entertainment-Gerber Pictures-Malpaso Productions-Village Roadshow Pictures-WV Films IV-Warner Bros. Pictures,2008-12-09,33000000.0,26995822.8,Released,Ever come across somebody you shouldn't have f#cked with?,8.001,9600.0,Clint Eastwood-Christopher Carley-Bee Vang-Ahney Her-Brian Haley-Geraldine Hughes-Dreama Walker-Brian Howe-John Carroll Lynch-William Hill-Brooke Chia Thao-Chee Thao-Choua Kue-Scott Eastwood-Xia Soua Chang-Doua Moua-Sarah Neubauer-Lee Mong Vang-Nana Gbewonyo-John Anton-Austin Douglas Smith-Ramon Camacho-Rio Scafone-Thomas D. Mahard-Arthur Cartwright-Julia Ho-Elvis Thao-Clint Ward-Shelagh Conley-William C. Fox-Tony Stef'Ano-Carey Torrice-Sonny Vue-Greg Trzaskoma-John Johns-Davis Gloff-Conor Liam Callaghan-Michael E. Kurowski-Maykao K. Lytongpao-Carlos Guadarrama-Andrew Tamez-Hull-Antonio Mireles-Tru Hang-Marty Bufalini-My-Ishia Cason-Brown-Rochelle Winter-Claudia Rodgers-Darline Bucchare-Jeffrey Scott Basham,rape-war veteran-immigration-gangster-priest-gang-old man-detroit michigan-widower-hmong,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,/wmsePXV2z1b6ecXuKKrFbG0Q92P.jpg,70-6977-73-16869-600-1422-701-500-72839-33-98-393-857-745-111-103-497-603-197-24-8358,8699075.497278372,9051470.765150549
81,49259766.0,The Hurt Locker,"Drama,History,Thriller","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",2008,131,7.6,352023,15.7,94.0,The Hurt Locker,en,29.558,Summit Entertainment-Kingsgate Films-Voltage Pictures-Film Capital Europe Funds (FCEF )-First Light-Grosvenor Park Media,2008-10-10,15000000.0,49230772.0,Released,You'll know when you're in it.,7.254,4944.0,Jeremy Renner-Anthony Mackie-Brian Geraghty-David Morse-Guy Pearce-Evangeline Lilly-Ralph Fiennes-Christian Camargo-Christopher Sayegh-Suhail Aldabbach-David Gueriera-Nabil Koni-Sam Spruell-Sam Redford-Erin Gann-Malcolm Barrett-Kristoffer Ryan Winters-J.J. Kandel-Hani Al Naimi-Anas Wellman-Kate Mines-Yousef Shweihat-Feisal Sadoun-Barrie Rice-Imad Daoudi-Justin Campbell-Ryan Tramont-Hasan Darwish-Wasfi Amour-Nibras Qassem-Ben Thomas-Nader Tarawneh-Omar Mario-Fleming Campbell,explosive-loyalty-us army-iraq-car bomb-rescue-tension-terrorism-soldier-iraq war-anti war-bomb squad-body armor-woman director-army sergeant,/m2duGsKjBOl3BB8uFOTnRUzdEhg.jpg,/off0xgvtfHY82l3MC4mDpCk1APY.jpg,855-841755-2253-17654-792-2502-97630-22972-853-2503-45317-6977-8681-1640-28-616-857-23168-2024-4638-1372,16625831.050024632,15870111.312475434
82,172394180.0,Cloverfield,"Action,Horror,Sci-Fi",A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,Matt Reeves,"Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller",2008,85,7.0,313803,80.03,64.0,Cloverfield,en,36.309,Bad Robot,2008-01-15,25000000.0,17076402.6,Released,Some thing has found us.,6.672,6561.0,Lizzy Caplan-Jessica Lucas-T.J. Miller-Michael Stahl-David-Mike Vogel-Odette Annable-Anjul Nigam-Margot Farley-Theo Rossi-Brian Klugman-Kelvin Yu-Liza Lapira-Lili Mirojnick-Ben Feldman-Elena Caruso-Vakisha Coleman-Will Greenberg-Rob Kerkovich-Ryan Key-Hooman Khalili-Rasika Mathur-Baron Vaughn-Charlyne Yi-Roma Torre-Rick Overton-Martin Cohen-Jason Cerbone-Pasha D. Lychnikoff-Billy Brown-Scott Lawrence-Jeffrey De Serrano-Tim Griffin-Chris Mulkey-Susse Budde-Jason Lombard-Jamie Martz-Matt Reeves-Michael Ark-Caley Bisson-Maylen Calienes-Craig Dabbs-Jason Giffin-Hisonni Johnson-Adam Karst-Julio Leal-Gene Richards-Bertrand Roberson Jr.-Chris Spinelli-Rick Shuster-Jake McLaughlin,monster-skyscraper-chaos-supernatural-quarantine-alien-disaster-giant monster-survival horror-kaiju-military-found footage-aftercreditsstinger,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg,333371-384521-17654-37686-10358-602-1487-563-2675-7446-10189-13183-1858-49849-19908-2787-747-74-23483-2048-170,864139.9466009934,4553052.553241554
83,113398237.0,Changeling,"Biography,Drama,Mystery","A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",2008,141,7.8,206793,35.71,63.0,Changeling,en,18.336,Imagine Entertainment-Malpaso Productions-Relativity Media-Universal Pictures,2008-01-30,55000000.0,11302025.5,Released,"To find her son, she did what no one else dared.",7.6,3714.0,Angelina Jolie-John Malkovich-Jeffrey Donovan-Michael Kelly-Colm Feore-Jason Butler Harner-Amy Ryan-Geoff Pierson-Denis O'Hare-Frank Wood-Peter Gerety-Reed Birney-Gattlin Griffith-Michelle Gunn-Jan Devereaux-Erica Grant-Antonia Bennett-Kerri Randles-Morgan Eastwood-Madison Hodges-Devon Conti-Ric Sarabia-J.P. Bumstead-Debra Christofferson-Russell Edge-Stephen W. Alvarez-Pete Rockwell-John Harrington Bland-Pamela Dunlap-Roger Hewlett-Jim Cantafio-Maria J. Rockwell-Wendy Worthington-Riki Lindhome-Dawn Flood-Dale Dickey-Eddie Alderson-Sterling Wolfe-Michael McCafferty-David Goldman-Anthony De Marco-Joshua Logan Moore-Joe Kaprielian-Muriel Minot-Kevin Glikmann-Drew Richards-Hope Shapiro-Caleb Campbell-Jeff Cockey-Zach Mills-Kelly Lynn Warren-Colby French-Scott Leva-Richard King-Clint Ward-Michael Dempsey-Peter Breitmayer-Phil Van Tee-Jim Nieb-Lily Knight-Jeffrey Hutchinson-Brian Prescott-Ryan Cutrona-Mary Stein-Gregg Binkley-William Charlton-Cooper Thornton-E.J. Callahan-Asher Axe-Devon Gearhart-Dalton Stumbo-Austin Mensch-Julie Berlin-Jen Lilley-Navah Raphael-Suzanne LaChasse-William Brent-Callie Thompson-Michael Lovern-Patrizia Milano-January Welsh-Jarrod Robbins-Marissa Welsh-Kerry Hennessy-JW Wiseman-Christopher Karl Johnson-Jessica Irvine Drake-Kimberly Langley-Jennifer Swirtz-Andre Alexsen-John H. Tobin-Dominick Dunne-Danton Dabar-Scott Pierce-Gary Buckner-Bruce Holman,clergyman-based on true story-child in peril-police corruption-los angeles california-street urchin-missing child-mental asylum-mental hospital-shock treatment-1920s-missing son-mother son relationship-imposter-disbelieving cop-child abduction-true story-single mom-female hysteria-found child-police coverup,/dsCAryPlgLlpZu80hhLTwQHRIpU.jpg,/hmw8oa2aJvhKbfibs8dp3vsNCDI.jpg,50336-726166-70-13223-3558-22954-8055-322-27576-14359-1251-37710-787-3683-45269-4944-9481-4922-44214-14533-4347,682509.1226820865,2230935.8134014043
84,178767383.0,Eagle Eye,"Action,Mystery,Thriller","Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",2008,118,6.6,156158,101.11,43.0,Eagle Eye,en,15.293,Paramount-DreamWorks Pictures-Goldcrest-K/O Paper Products-KMP Film Invest,2008-09-25,80000000.0,17880000.0,Released,Don't walk. Run.,6.432,2496.0,Shia LaBeouf-Michelle Monaghan-Rosario Dawson-Michael Chiklis-Anthony Mackie-Ethan Embry-Billy Bob Thornton-Anthony Azizi-Cameron Boyce-Lynn Cohen-Bill Smitrovich-Charles Carroll-William Sadler-Deborah Strang-Dariush Kashani-Sean Kinney-Bob Morrisey-J. Patrick McCormack-Lorenzo Eduardo-Madylin Sweeten-Jorge-Luis Pallo-James Huang-Gerald Downey-Tony Flores-Donnie Jeffcoat-Craig J. Harris-Jimmie L. Akins-Eric Christian Olsen-Marc Singer-Michael Maize-Eiko Nijo-Peter Gail-Brad Grunberg-Cylk Cozart-Manny Perry-James C. Gohrick-Josh Todd-Colby French-Matt DeCaro-Judith Moreland-Rolando Molina-Michael Kostroff-Nigel Gibbs-Michael Daniel Cassady-David Grant Wright-Jarod Einsohn-David Heckel-Jamie Martz-Greg Collins-McKay Stewart-Terry Walters-Katija Pevec-Chase Penny-Madison Mason-Kevin Quinn-Sebastian Tillinger-Enver Gjokaj-Michael Potter-Webster Williams-Peggy Roeder-Gary Houston-Jonathan Chase-Dean Cudworth-Lindsay Corinn Luecht-Nicol Paone-Brittany Ishibashi-Stacey Scowley-Stephen Simon-David Arakelyan-Salah Salea-Susan Armon-Fahim Fazli-Elijah Moreland-David Rowden-Brenda Goodbeard-Caroline A. Jenks-Roger Groh-Leslie Stahl-Leyna Nguyen-Ralph Garman-Rick Chambers-Sharon Tay-Kent Schocknek-Brandon Caruso-Julianne Moore-Jerry Ferrara-G. Larry Butler-Ali Olomi-Nick Searcy-Eric Bays,artificial intelligence-washington dc usa-terrorist-secret identity-hostage-technology-fbi-pentagon-twin brother-human vs computer,/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg,/xQc51OBY9UNF2fQKyAOXZE7az2w.jpg,6637-27576-8271-2059-10483-48138-9798-7551-217-8373-8909-8960-38050-2502-19959-180-9654-8681-1738-1858-9679,8903982.312893156,2892486.5716432207
85,78201830.0,The Other Boleyn Girl,"Biography,Drama,History",Two sisters contend for the affection of King Henry VIII.,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",2008,115,6.7,88260,26.81,50.0,The Other Boleyn Girl,en,16.812,Scott Rudin Productions-Columbia Pictures-Focus Features-BBC Film-Relativity Media-Ruby Films-Universal Pictures,2008-02-28,35000000.0,7826997.0,Released,Two sisters divided for the love of a king.,6.6,1798.0,Natalie Portman-Scarlett Johansson-Eric Bana-Jim Sturgess-Mark Rylance-Kristin Scott Thomas-David Morrissey-Benedict Cumberbatch-Oliver Coleman-Ana Torrent-Eddie Redmayne-Juno Temple-Andrew Garfield-Mark Lewis Jones-Iain Mitchell-Michael Smiley-Montserrat Roig de Puig-Alfie Allen-Corinne Galloway-Tom Cox-Joanna Scanlan-Emma Noakes-Maisie Smith-Daisy Doidge-Hill-Tiffany Freisberg-Bill Wallis-Joseph Moore-Constance Stride-Brodie Judge-Finton Reilly,sibling relationship-england-based on novel or book-queen-kingdom-politics-royalty-religion-mistress-historical fiction-king-period drama-royal court-anne boleyn-henry viii-palace intrigue-16th century-aristocrats,/9zD3hXV24zJzYvSuakXZU8yMEY4.jpg,/jovVe4UGpmQEAE6ZEmV5xa6Kk1f.jpg,781837-12783-1887-96724-783740-18320-852355-3635-4518-4517-38684-4584-44214-4348-306819-2288-509-547-10564-41630-52505,53883.141379475375,1681278.9365343556
86,159808370.0,21,"Crime,Drama,Thriller","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",2008,123,6.8,198395,81.16,48.0,21,en,24.4,Columbia Pictures-Relativity Media,2008-03-27,35000000.0,15980837.0,Released,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,6.7,4102.0,Jim Sturgess-Kevin Spacey-Kate Bosworth-Aaron Yoo-Liza Lapira-Jacob Pitts-Laurence Fishburne-Jack McGee-Josh Gad-Sam Golzari-Helen Carey-Jack Gilpin-Ben Campbell-Donna Lows-Butch Williams-Steven Richard Vezina-Chaska T. Werner-Kyle Morris-Ernell Manabat-Frank DeAngelo-Marcus Weiss-Anthony DiMaria-Christopher Michael Holley-Scott Beringer-Terasa Livingstone-Jeffrey J. Dashnaw-Colin Angle-Supriya Chakrabarti-Bradley Thoennes-Kiều Chinh-Alice Lo-Sally Levi-Henry Houh-Frank Chen-Spencer Garrett-Celeste Oliva-Ruby Hondros-Christian Mello-Gregory Seymore-Rebecca Marshall-Kris Williams-Jeff Kamps,gambling-casino-card game-professor-harvard university-cohabitant-college-girlfriend-studies-dormitory-friendship-blackjack-las vegas,/efG8Po57alqSlhqHU1lXJ3duG6t.jpg,/2icKUFNIs67FljWFDb58OW1zP5x.jpg,891676-298-163-338944-9654-7551-161-34544-13448-51876-2105-453-388-8960-591-8909-1948-9679-6479-22803-1271,1444783.81774183,3361733.0323060607
87,41627431.0,Never Back Down,"Action,Drama,Sport",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,Jeff Wadlow,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",2008,110,6.6,84083,24.85,39.0,Never Back Down,en,31.242,Summit Entertainment-Mandalay Pictures-Baumgarten Management and Productions (BMP),2008-03-04,20000000.0,41627431.0,Released,Win or lose... Everyone has their fight.,6.7,2042.0,Sean Faris-Amber Heard-Cam Gigandet-Djimon Hounsou-Evan Peters-Leslie Hope-Wyatt Smith-Neil Brown Jr.-Lauren Leech-Nadine Avola-Tilky Jones-Steven Crowley-Tom Nowicki-Chele André-Affion Crockett-Chris Lindsay-David W. Scott-Milissa Sears-Jonathan Eusebio-Jocelyn Binder-Deon Stein,rebel-martial arts-underground-fight-training-champion-sports-high school-revenge-nemesis-club-brawl,/8oRUTyP1QAtGDMvRpKZyuyFPG0U.jpg,/friU3sWmplu7NbBEQBUFHyulsyY.jpg,70006-391757-33909-181283-71688-29514-9762-9291-15255-27573-31451-8923-38234-41233-8328-17336-9763-59440-19139-1371-1367,12301441.530059293,12614297.81943816
88,403449830.0,The Mummy: Tomb of the Dragon Emperor,"Action,Adventure,Fantasy","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",2008,112,5.2,124554,102.18,31.0,The Mummy: Tomb of the Dragon Emperor,en,49.785,Universal Pictures-China Film Co-Production Corporation-Shanghai Film Group-Relativity Media-Alphaville Films-Sommers Company The-Beijing Happy Pictures-Giant Studios-Internationale Filmproduktion Blackbird Dritte-Nowita Pictures-Mel's Cite du Cinema-Hivemind,2008-07-01,145000000.0,40344983.0,Released,A New Evil Awakens.,5.5,3934.0,Brendan Fraser-Jet Li-Maria Bello-John Hannah-Michelle Yeoh-Luke Ford-Isabella Leong-Anthony Wong-Russell Wong-Liam Cunningham-David Calder-Jessey Meng-Liang Tian-Albert Kwan-Wu Jing-Wei Binghua-Jing Guo-Alison Louder-Marcia Nasatir-Emerald Starr-Helen Feng-Stella Maryna Troshyna-James Bradford-Daniel Richard Giverin-Ken Tran-Allan Yuk-lun Chou-Fernando Chien-Mac Jeffrey Ong-Chris Mark-James Mark-Mike Ching-Darryl Quon-Alex Chiang-Paul Wu-Larry Lam-Brian Ho-Vi-Hung Luv-Huy Phong Doan-Kyle Burnett Cashulin-Charles Esposito-Michael Scherer-Scott Taylor-Kham Tri Vixaysy-Don Lew-Regis Attiow-Tony Wai-Wu Yungstun-Xiang Guangxu-Lam Cong-Quyen-Freda Foh Shen,china-sword-pyramid-mummy-yeti-chinese emperor-tomb-great wall of china-terracotta army-1940s-3rd century bc,/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,/z1btePhD1jIDLbjy5OCnO0KVf5O.jpg,1734-564-841755-9334-6637-1979-88751-18823-1250-1996-217-561-57165-2059-9738-9543-7131-8960-19267-71676-36648,11807056.788597928,16347351.487896789
89,629443428.0,Hancock,"Action,Crime,Drama",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",2008,92,6.4,366138,227.95,49.0,Hancock,en,58.881,GH Three-Columbia Pictures-Relativity Media-Blue Light-Weed Road Pictures-Forward Pass-Overbrook Entertainment,2008-07-01,150000000.0,62944342.8,Released,Bad behavior. Bad attitude. Real hero.,6.343,8607.0,Will Smith-Charlize Theron-Jason Bateman-Jae Head-Eddie Marsan-David Mattey-Maetrix Fitten-Thomas Lennon-Johnny Galecki-Hayley Marie Norman-Dorothy Cecchi-Peter Berg-Darrell Foster-Brandon Ford Green-Daeg Faerch-Trieu Tran-Ryan Radis-Eddie J. Fernandez-Martin Klebba-Matt Bettinelli-Olpin-Samantha Cannon-Rico Devereaux-Alexa Havins-Edward M. Kelahan-AlgeRita Wynn-Rick Mali-Chris Mitchell-Scott Michael Morgan-Bryan Keith Ponton-Dawn Ressy-Nicholas Rich-Mark Simich-Nancy Grace-Brad Leland-Michael Mann-Atticus Shaffer-Michelle Lemon-Akiva Goldsman-Trieu Tran-Liz Wicker-Taylor Gilbert-Caroll Tohme-Barbara Ali-Elizabeth Dennehy-Darren Dowler,flying-alcohol-love of one's life-forbidden love-lovers-affection-advertising expert-alcoholism-invulnerability-superhero-pokies-los angeles california-duringcreditsstinger,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,/xh0ZRdnL4pSqfW73HBf97xiNEFP.jpg,2048-6479-608-9738-1979-602-607-1250-1593-8488-41154-787-1402-310-1858-8373-44912-8247-559-8909,34001800.62064562,30293238.65772061
90,76014335.0,Death Race,"Action,Sci-Fi,Thriller",Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",2008,105,6.4,173731,36.06,43.0,Death Race,en,33.67,Universal Pictures-Cruise/Wagner Productions-Impact Pictures-Relativity Media-Scion Films-H2S2 Filmproduktionsgesellschaft,2008-08-22,45000000.0,7601433.5,Released,Get ready for a killer race.,6.2,3288.0,Jason Statham-Joan Allen-Ian McShane-Tyrese Gibson-Natalie Martinez-Max Ryan-Jason Clarke-Frederick Koehler-Jacob Vargas-Justin Mader-Robert LaSardo-Robin Shou-Benz Antoine-Danny Blanco Hall-Christian Paul-Janaya Stephens-John Fallon-Bruce McFee-Cory Fantie-Russell Ferrier-Anna-Marie Frances Lea-Dan Jeannotte-David Carradine-Abdul Ayoola-Melantha Blackthorne-Lydie Bounay-Ruth Chiang-Carolyn Day-Marie France Denoncourt-Miguel Dugal-Jere Gillis-Nathalie Girard-Sharlene Royer-Gerardo Lo Dico,prison-martial arts-car race-dystopia-matter of life and death-street race-remake-prison guard-prison escape-exploding building-vehicle combat-car crash-car fire-action hero,/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg,/svO3GLWunxnkmspCSDK5mYUiBmQ.jpg,51620-156717-15092-9335-13387-1948-27582-72387-4108-27578-10431-8848-55846-13804-71676-9654-1250-49021-9738-34544-9679,3940430.978791708,2690525.041352071
